Provider,PDF Links,PDF Count,Webpage Links,Webpage Count,All Links,Total Count
United Healthcare,"[""https://www.uhcprovider.com/content/dam/provider/docs/public/policies/comm-medical-drug/genetic-testing-for-hereditary-cancer.pdf""]",1,"[""https://www.uhcprovider.com/en/prior-auth-advance-notification/genetic-molecular-lab.html"", ""https://www.uhcprovider.com/en/resource-library/news/2024/changes-genetic-molecular-testing-coverage-pa-requirements.html"", ""https://www.uhcprovider.com/en/resource-library/news/2023/prior-auth-requirement-update-genetic-molecular-codes.html"", ""https://www.uhcprovider.com/en/resource-library/news/2025/prior-auth-non-invasive-prenatal.html"", ""https://www.uhcprovider.com/en/resource-library/nicu-genetic-testing-program.html"", ""https://www.uhcprovider.com/en/resource-library/news/2023/co-medicaid-prior-auth-genetic-test-prostate-cancer.html""]",6,"[""https://www.uhcprovider.com/content/dam/provider/docs/public/policies/comm-medical-drug/genetic-testing-for-hereditary-cancer.pdf"", ""https://www.uhcprovider.com/en/prior-auth-advance-notification/genetic-molecular-lab.html"", ""https://www.uhcprovider.com/en/resource-library/news/2024/changes-genetic-molecular-testing-coverage-pa-requirements.html"", ""https://www.uhcprovider.com/en/resource-library/news/2023/prior-auth-requirement-update-genetic-molecular-codes.html"", ""https://www.uhcprovider.com/en/resource-library/news/2025/prior-auth-non-invasive-prenatal.html"", ""https://www.uhcprovider.com/en/resource-library/nicu-genetic-testing-program.html"", ""https://www.uhcprovider.com/en/resource-library/news/2023/co-medicaid-prior-auth-genetic-test-prostate-cancer.html""]",7
United Healthcare Community Plan (FL),"[""https://www.uhcprovider.com/content/dam/provider/docs/public/policies/medicaid-comm-plan/genetic-testing-for-hereditary-cancer.pdf"", ""https://www.uhcprovider.com/content/dam/provider/docs/public/policies/medicaid-comm-plan/chromosome-microarray-testing-non-oncology-conditions.pdf"", ""https://www.uhcprovider.com/content/dam/provider/docs/public/policies/medicaid-comm-plan/whole-exome-and-whole-genome-sequencing-non-oncology-conditions.pdf"", ""https://www.uhcprovider.com/content/dam/provider/docs/public/policies/medicaid-comm-plan/preimplantation-genetic-testing-and-related-services.pdf""]",4,"[""https://www.uhcprovider.com/en/health-plans-by-state/florida-health-plans/fl-comm-plan-home/fl-cp-policies.html"", ""https://www.uhcprovider.com/en/prior-auth-advance-notification/genetic-molecular-lab.html""]",2,"[""https://www.uhcprovider.com/content/dam/provider/docs/public/policies/medicaid-comm-plan/genetic-testing-for-hereditary-cancer.pdf"", ""https://www.uhcprovider.com/content/dam/provider/docs/public/policies/medicaid-comm-plan/chromosome-microarray-testing-non-oncology-conditions.pdf"", ""https://www.uhcprovider.com/content/dam/provider/docs/public/policies/medicaid-comm-plan/whole-exome-and-whole-genome-sequencing-non-oncology-conditions.pdf"", ""https://www.uhcprovider.com/content/dam/provider/docs/public/policies/medicaid-comm-plan/preimplantation-genetic-testing-and-related-services.pdf"", ""https://www.uhcprovider.com/en/health-plans-by-state/florida-health-plans/fl-comm-plan-home/fl-cp-policies.html"", ""https://www.uhcprovider.com/en/prior-auth-advance-notification/genetic-molecular-lab.html""]",6
United Healthcare Community Plan (HI),[],0,"[""https://www.uhcprovider.com/en/resource-library/news/2024/changes-genetic-molecular-testing-coverage-pa-requirements.html"", ""https://www.uhcprovider.com/en/health-plans-by-state/hawaii-health-plans/hi-comm-plan-home/hi-cp-prior-auth.html"", ""https://ams-gateway.uhcprovider.com/en/prior-auth-advance-notification/genetic-molecular-lab.html"", ""https://www.dbp.com/content/provider/en/resource-library/news/2025/prior-auth-non-invasive-prenatal.html""]",4,"[""https://www.uhcprovider.com/en/resource-library/news/2024/changes-genetic-molecular-testing-coverage-pa-requirements.html"", ""https://www.uhcprovider.com/en/health-plans-by-state/hawaii-health-plans/hi-comm-plan-home/hi-cp-prior-auth.html"", ""https://ams-gateway.uhcprovider.com/en/prior-auth-advance-notification/genetic-molecular-lab.html"", ""https://www.dbp.com/content/provider/en/resource-library/news/2025/prior-auth-non-invasive-prenatal.html""]",4
United Healthcare Community Plan (IN),"[""https://www.uhcprovider.com/content/dam/provider/docs/public/policies/medicaid-comm-plan/in/genetic-testing-for-hereditary-cancer.pdf""]",1,"[""https://www.uhcprovider.com/en/health-plans-by-state/indiana-health-plans/in-comm-plan-home/in-cp-policies/medicaid-community-state-policies-in.html"", ""https://www.uhcprovider.com/en/health-plans-by-state/indiana-health-plans/in-comm-plan-home/in-cp-policies.html""]",2,"[""https://www.uhcprovider.com/content/dam/provider/docs/public/policies/medicaid-comm-plan/in/genetic-testing-for-hereditary-cancer.pdf"", ""https://www.uhcprovider.com/en/health-plans-by-state/indiana-health-plans/in-comm-plan-home/in-cp-policies/medicaid-community-state-policies-in.html"", ""https://www.uhcprovider.com/en/health-plans-by-state/indiana-health-plans/in-comm-plan-home/in-cp-policies.html""]",3
United Healthcare Community Plan (KS),"[""https://www.uhcprovider.com/content/dam/provider/docs/public/policies/medicaid-comm-plan/genetic-testing-for-hereditary-cancer-cp.pdf"", ""https://www.uhcprovider.com/content/dam/provider/docs/public/policies/medicaid-comm-plan/genetic-testing-for-cardiac-disease-cp.pdf"", ""https://www.uhcprovider.com/content/dam/provider/docs/public/policies/medicaid-comm-plan/preimplantation-genetic-testing-and-related-services-cp.pdf""]",3,"[""https://www.uhcprovider.com/en/prior-auth-advance-notification/genetic-molecular-lab.html"", ""https://www.uhcprovider.com/en/resource-library/news/2024/changes-genetic-molecular-testing-coverage-pa-requirements.html"", ""https://www.uhcprovider.com/en/resource-library/news/2025/prior-auth-non-invasive-prenatal.html""]",3,"[""https://www.uhcprovider.com/content/dam/provider/docs/public/policies/medicaid-comm-plan/genetic-testing-for-hereditary-cancer-cp.pdf"", ""https://www.uhcprovider.com/content/dam/provider/docs/public/policies/medicaid-comm-plan/genetic-testing-for-cardiac-disease-cp.pdf"", ""https://www.uhcprovider.com/content/dam/provider/docs/public/policies/medicaid-comm-plan/preimplantation-genetic-testing-and-related-services-cp.pdf"", ""https://www.uhcprovider.com/en/prior-auth-advance-notification/genetic-molecular-lab.html"", ""https://www.uhcprovider.com/en/resource-library/news/2024/changes-genetic-molecular-testing-coverage-pa-requirements.html"", ""https://www.uhcprovider.com/en/resource-library/news/2025/prior-auth-non-invasive-prenatal.html""]",6
United Healthcare Community Plan (KY),"[""https://www.uhcprovider.com/content/dam/provider/docs/public/policies/medicaid-comm-plan-policies/ky/genetic-testing-for-cardiac-disease-ky.pdf"", ""https://www.uhcprovider.com/content/dam/provider/docs/public/policies/medicaid-comm-plan-policies/ky/genetic-testing-for-hereditary-cancer-ky.pdf"", ""https://www.uhcprovider.com/content/dam/provider/docs/public/policies/medicaid-comm-plan-policies/ky/genetic-testing-for-neuromuscular-disorders-ky.pdf""]",3,"[""https://www.uhcprovider.com/en/health-plans-by-state/kentucky-health-plans/ky-comm-plan-home/ky-cp-policies/medicaid-community-state-policies-ky.html""]",1,"[""https://www.uhcprovider.com/content/dam/provider/docs/public/policies/medicaid-comm-plan-policies/ky/genetic-testing-for-cardiac-disease-ky.pdf"", ""https://www.uhcprovider.com/content/dam/provider/docs/public/policies/medicaid-comm-plan-policies/ky/genetic-testing-for-hereditary-cancer-ky.pdf"", ""https://www.uhcprovider.com/content/dam/provider/docs/public/policies/medicaid-comm-plan-policies/ky/genetic-testing-for-neuromuscular-disorders-ky.pdf"", ""https://www.uhcprovider.com/en/health-plans-by-state/kentucky-health-plans/ky-comm-plan-home/ky-cp-policies/medicaid-community-state-policies-ky.html""]",4
United Healthcare Community Plan (LA),"[""https://www.uhcprovider.com/content/dam/provider/docs/public/policies/comm-medical-drug/carrier-testing-for-genetic-diseases.pdf""]",1,"[""https://www.uhcprovider.com/en/prior-auth-advance-notification/genetic-molecular-lab.html"", ""https://www.uhcprovider.com/en/resource-library/news/2024/changes-genetic-molecular-testing-coverage-pa-requirements.html""]",2,"[""https://www.uhcprovider.com/content/dam/provider/docs/public/policies/comm-medical-drug/carrier-testing-for-genetic-diseases.pdf"", ""https://www.uhcprovider.com/en/prior-auth-advance-notification/genetic-molecular-lab.html"", ""https://www.uhcprovider.com/en/resource-library/news/2024/changes-genetic-molecular-testing-coverage-pa-requirements.html""]",3
United Healthcare Community Plan (MD),"[""https://www.uhcprovider.com/content/dam/provider/docs/public/policies/medicaid-comm-plan/genetic-testing-for-hereditary-cancer.pdf""]",1,"[""https://www.uhcprovider.com/en/prior-auth-advance-notification/genetic-molecular-lab.html"", ""https://www.uhcprovider.com/en/resource-library/news/2024/changes-genetic-molecular-testing-coverage-pa-requirements.html"", ""https://www.uhcprovider.com/en/resource-library/news/2025/prior-auth-non-invasive-prenatal.html""]",3,"[""https://www.uhcprovider.com/content/dam/provider/docs/public/policies/medicaid-comm-plan/genetic-testing-for-hereditary-cancer.pdf"", ""https://www.uhcprovider.com/en/prior-auth-advance-notification/genetic-molecular-lab.html"", ""https://www.uhcprovider.com/en/resource-library/news/2024/changes-genetic-molecular-testing-coverage-pa-requirements.html"", ""https://www.uhcprovider.com/en/resource-library/news/2025/prior-auth-non-invasive-prenatal.html""]",4
United Healthcare Community Plan (MI),"[""https://www.uhcprovider.com/content/dam/provider/docs/public/policies/medicaid-comm-plan/genetic-testing-for-hereditary-cancer.pdf""]",1,"[""https://www.uhcprovider.com/en/prior-auth-advance-notification/genetic-molecular-lab.html"", ""https://www.uhcprovider.com/en/resource-library/news/2025/prior-auth-non-invasive-prenatal.html"", ""https://www.uhcprovider.com/en/resource-library/news/2024/changes-genetic-molecular-testing-coverage-pa-requirements.html"", ""https://www.uhcprovider.com/en/resource-library/news/2023/prior-auth-requirement-update-genetic-molecular-codes.html"", ""https://www.uhcprovider.com/en/resource-library/nicu-genetic-testing-program.html""]",5,"[""https://www.uhcprovider.com/content/dam/provider/docs/public/policies/medicaid-comm-plan/genetic-testing-for-hereditary-cancer.pdf"", ""https://www.uhcprovider.com/en/prior-auth-advance-notification/genetic-molecular-lab.html"", ""https://www.uhcprovider.com/en/resource-library/news/2025/prior-auth-non-invasive-prenatal.html"", ""https://www.uhcprovider.com/en/resource-library/news/2024/changes-genetic-molecular-testing-coverage-pa-requirements.html"", ""https://www.uhcprovider.com/en/resource-library/news/2023/prior-auth-requirement-update-genetic-molecular-codes.html"", ""https://www.uhcprovider.com/en/resource-library/nicu-genetic-testing-program.html""]",6
United Healthcare Community Plan (MN),[],0,"[""https://www.uhcprovider.com/en/health-plans-by-state/minnesota-health-plans/mn-comm-plan-home/mn-cp-policies.html"", ""https://www.uhcprovider.com/en/health-plans-by-state/minnesota-health-plans/mn-comm-plan-home/mn-cp-policies/reimbursement-community-state-policies-minnesota.html""]",2,"[""https://www.uhcprovider.com/en/health-plans-by-state/minnesota-health-plans/mn-comm-plan-home/mn-cp-policies.html"", ""https://www.uhcprovider.com/en/health-plans-by-state/minnesota-health-plans/mn-comm-plan-home/mn-cp-policies/reimbursement-community-state-policies-minnesota.html""]",2
United Healthcare Community Plan (MO),[],0,"[""https://www.uhcprovider.com/en/resource-library/news/2024/changes-genetic-molecular-testing-coverage-pa-requirements.html"", ""https://www.uhcprovider.com/en/health-plans-by-state/missouri-health-plans/mo-comm-plan-home.html"", ""https://www.uhcprovider.com/en/health-plans-by-state/missouri-health-plans/mo-comm-plan-home/mo-cp-policies/reimbursement-community-state-policies-missouri.html"", ""https://www.uhcprovider.com/en/prior-auth-advance-notification/genetic-molecular-lab.html""]",4,"[""https://www.uhcprovider.com/en/resource-library/news/2024/changes-genetic-molecular-testing-coverage-pa-requirements.html"", ""https://www.uhcprovider.com/en/health-plans-by-state/missouri-health-plans/mo-comm-plan-home.html"", ""https://www.uhcprovider.com/en/health-plans-by-state/missouri-health-plans/mo-comm-plan-home/mo-cp-policies/reimbursement-community-state-policies-missouri.html"", ""https://www.uhcprovider.com/en/prior-auth-advance-notification/genetic-molecular-lab.html""]",4
United Healthcare Community Plan (MS),[],0,"[""https://www.uhcprovider.com/en/health-plans-by-state/mississippi-health-plans/ms-comm-plan-home/ms-cp-policies/medicaid-community-state-policies-ms.html"", ""https://ams-gateway.uhcprovider.com/en/prior-auth-advance-notification/genetic-molecular-lab.html""]",2,"[""https://www.uhcprovider.com/en/health-plans-by-state/mississippi-health-plans/ms-comm-plan-home/ms-cp-policies/medicaid-community-state-policies-ms.html"", ""https://ams-gateway.uhcprovider.com/en/prior-auth-advance-notification/genetic-molecular-lab.html""]",2
United Healthcare Community Plan (NE),[],0,"[""https://www.uhcprovider.com/en/resource-library/news/2023/ne-medicaid-prior-auth-genetic-molecular-testing.html"", ""https://www.uhcprovider.com/en/health-plans-by-state/nebraska-health-plans/ne-comm-plan-home/ne-cp-policies.html"", ""https://www.uhcprovider.com/en/health-plans-by-state/nebraska-health-plans/ne-comm-plan-home/ne-cp-policies/medicaid-community-state-policies-ne.html""]",3,"[""https://www.uhcprovider.com/en/resource-library/news/2023/ne-medicaid-prior-auth-genetic-molecular-testing.html"", ""https://www.uhcprovider.com/en/health-plans-by-state/nebraska-health-plans/ne-comm-plan-home/ne-cp-policies.html"", ""https://www.uhcprovider.com/en/health-plans-by-state/nebraska-health-plans/ne-comm-plan-home/ne-cp-policies/medicaid-community-state-policies-ne.html""]",3
United Healthcare Community Plan (NJ),"[""https://www.uhcprovider.com/content/dam/provider/docs/public/policies/medicaid-comm-plan/genetic-testing-for-hereditary-cancer-cp.pdf"", ""https://www.uhcprovider.com/content/dam/provider/docs/public/policies/medicaid-comm-plan/genetic-testing-for-cardiac-disease-cp.pdf""]",2,"[""https://www.uhcprovider.com/en/prior-auth-advance-notification/genetic-molecular-lab.html"", ""https://www.uhcprovider.com/en/resource-library/news/2025/prior-auth-non-invasive-prenatal.html"", ""https://www.uhcprovider.com/en/resource-library/news/2024/changes-genetic-molecular-testing-coverage-pa-requirements.html"", ""https://www.uhcprovider.com/en/resource-library/news/2023/prior-auth-requirement-update-genetic-molecular-codes.html""]",4,"[""https://www.uhcprovider.com/content/dam/provider/docs/public/policies/medicaid-comm-plan/genetic-testing-for-hereditary-cancer-cp.pdf"", ""https://www.uhcprovider.com/content/dam/provider/docs/public/policies/medicaid-comm-plan/genetic-testing-for-cardiac-disease-cp.pdf"", ""https://www.uhcprovider.com/en/prior-auth-advance-notification/genetic-molecular-lab.html"", ""https://www.uhcprovider.com/en/resource-library/news/2025/prior-auth-non-invasive-prenatal.html"", ""https://www.uhcprovider.com/en/resource-library/news/2024/changes-genetic-molecular-testing-coverage-pa-requirements.html"", ""https://www.uhcprovider.com/en/resource-library/news/2023/prior-auth-requirement-update-genetic-molecular-codes.html""]",6
United Healthcare Community Plan (NY),"[""https://www.uhcprovider.com/content/dam/provider/docs/public/policies/medicaid-comm-plan/genetic-testing-for-hereditary-cancer.pdf""]",1,"[""https://www.uhcprovider.com/en/prior-auth-advance-notification/genetic-molecular-lab.html"", ""https://www.uhcprovider.com/en/resource-library/news/2025/prior-auth-non-invasive-prenatal.html"", ""https://www.uhcprovider.com/en/resource-library/news/2024/changes-genetic-molecular-testing-coverage-pa-requirements.html"", ""https://www.uhcprovider.com/en/resource-library/news/2023/prior-auth-requirement-update-genetic-molecular-codes.html"", ""https://www.uhcprovider.com/en/resource-library/nicu-genetic-testing-program.html""]",5,"[""https://www.uhcprovider.com/content/dam/provider/docs/public/policies/medicaid-comm-plan/genetic-testing-for-hereditary-cancer.pdf"", ""https://www.uhcprovider.com/en/prior-auth-advance-notification/genetic-molecular-lab.html"", ""https://www.uhcprovider.com/en/resource-library/news/2025/prior-auth-non-invasive-prenatal.html"", ""https://www.uhcprovider.com/en/resource-library/news/2024/changes-genetic-molecular-testing-coverage-pa-requirements.html"", ""https://www.uhcprovider.com/en/resource-library/news/2023/prior-auth-requirement-update-genetic-molecular-codes.html"", ""https://www.uhcprovider.com/en/resource-library/nicu-genetic-testing-program.html""]",6
United Healthcare Community Plan (OH),[],0,"[""https://www.uhcprovider.com/en/health-plans-by-state/ohio-health-plans/oh-comm-plan-home/oh-cp-policies/medicaid-community-state-policies-oh.html"", ""https://www.uhcprovider.com/en/resource-library/news/2024/changes-genetic-molecular-testing-coverage-pa-requirements.html"", ""https://ams-gateway.uhcprovider.com/en/prior-auth-advance-notification/genetic-molecular-lab.html""]",3,"[""https://www.uhcprovider.com/en/health-plans-by-state/ohio-health-plans/oh-comm-plan-home/oh-cp-policies/medicaid-community-state-policies-oh.html"", ""https://www.uhcprovider.com/en/resource-library/news/2024/changes-genetic-molecular-testing-coverage-pa-requirements.html"", ""https://ams-gateway.uhcprovider.com/en/prior-auth-advance-notification/genetic-molecular-lab.html""]",3
United Healthcare Community Plan (PA),"[""https://www.uhcprovider.com/content/dam/provider/docs/public/policies/medicaid-comm-plan/genetic-testing-for-cardiac-disease-cp.pdf"", ""https://www.uhcprovider.com/content/dam/provider/docs/public/policies/medicaid-comm-plan/genetic-testing-for-hereditary-cancer-cp.pdf""]",2,"[""https://www.uhcprovider.com/en/prior-auth-advance-notification/genetic-molecular-lab.html"", ""https://www.uhcprovider.com/en/policies-protocols/comm-plan-medicaid-policies/medicaid-community-state-policies.html?rfid=UHCOContRD""]",2,"[""https://www.uhcprovider.com/content/dam/provider/docs/public/policies/medicaid-comm-plan/genetic-testing-for-cardiac-disease-cp.pdf"", ""https://www.uhcprovider.com/content/dam/provider/docs/public/policies/medicaid-comm-plan/genetic-testing-for-hereditary-cancer-cp.pdf"", ""https://www.uhcprovider.com/en/prior-auth-advance-notification/genetic-molecular-lab.html"", ""https://www.uhcprovider.com/en/policies-protocols/comm-plan-medicaid-policies/medicaid-community-state-policies.html?rfid=UHCOContRD""]",4
United Healthcare Community Plan (RI),[],0,"[""https://www.uhcprovider.com/en/prior-auth-advance-notification/genetic-molecular-lab.html"", ""https://www.uhcprovider.com/en/resource-library/news/2024/changes-genetic-molecular-testing-coverage-pa-requirements.html"", ""https://www.uhcprovider.com/en/resource-library/news/2025/prior-auth-non-invasive-prenatal.html""]",3,"[""https://www.uhcprovider.com/en/prior-auth-advance-notification/genetic-molecular-lab.html"", ""https://www.uhcprovider.com/en/resource-library/news/2024/changes-genetic-molecular-testing-coverage-pa-requirements.html"", ""https://www.uhcprovider.com/en/resource-library/news/2025/prior-auth-non-invasive-prenatal.html""]",3
United Healthcare Community Plan (TN),"[""https://www.uhcprovider.com/content/dam/provider/docs/public/policies/medicaid-comm-plan/tennessee/genetic-testing-for-cardiac-disease-tn.pdf"", ""https://www.uhcprovider.com/content/dam/provider/docs/public/policies/medicaid-comm-plan/tennessee/genetic-testing-for-hereditary-cancer-tn.pdf"", ""https://www.uhcprovider.com/content/dam/provider/docs/public/policies/medicaid-comm-plan/tennessee/genetic-testing-for-neuromuscular-disorders-tn.pdf""]",3,"[""https://www.uhcprovider.com/en/health-plans-by-state/tennessee-health-plans/tn-comm-plan-home/tn-cp-policies/medicaid-community-state-policies-tn.html""]",1,"[""https://www.uhcprovider.com/content/dam/provider/docs/public/policies/medicaid-comm-plan/tennessee/genetic-testing-for-cardiac-disease-tn.pdf"", ""https://www.uhcprovider.com/content/dam/provider/docs/public/policies/medicaid-comm-plan/tennessee/genetic-testing-for-hereditary-cancer-tn.pdf"", ""https://www.uhcprovider.com/content/dam/provider/docs/public/policies/medicaid-comm-plan/tennessee/genetic-testing-for-neuromuscular-disorders-tn.pdf"", ""https://www.uhcprovider.com/en/health-plans-by-state/tennessee-health-plans/tn-comm-plan-home/tn-cp-policies/medicaid-community-state-policies-tn.html""]",4
United Healthcare Community Plan (TX),[],0,"[""https://www.uhcprovider.com/en/resource-library/news/2025/tx-medicaid-added-genetic-molecular-codes.html"", ""https://www.uhcprovider.com/en/resource-library/news/2024/changes-genetic-molecular-testing-coverage-pa-requirements.html"", ""https://www.uhcprovider.com/en/prior-auth-advance-notification/genetic-molecular-lab.html"", ""https://www.tmhp.com/news/2024-07-12-genetic-services-biomarker-testing-benefits-texas-medicaid-effective-september-1"", ""https://www.uhcprovider.com/en/health-plans-by-state/texas-health-plans/tx-comm-plan-home/tx-cp-policies.html""]",5,"[""https://www.uhcprovider.com/en/resource-library/news/2025/tx-medicaid-added-genetic-molecular-codes.html"", ""https://www.uhcprovider.com/en/resource-library/news/2024/changes-genetic-molecular-testing-coverage-pa-requirements.html"", ""https://www.uhcprovider.com/en/prior-auth-advance-notification/genetic-molecular-lab.html"", ""https://www.tmhp.com/news/2024-07-12-genetic-services-biomarker-testing-benefits-texas-medicaid-effective-september-1"", ""https://www.uhcprovider.com/en/health-plans-by-state/texas-health-plans/tx-comm-plan-home/tx-cp-policies.html""]",5
United Healthcare Community Plan (VA),"[""https://www.uhcprovider.com/content/dam/provider/docs/public/policies/medicaid-comm-plan/genetic-testing-for-hereditary-cancer.pdf"", ""https://www.uhcprovider.com/content/dam/provider/docs/public/policies/medicaid-comm-plan/genetic-testing-for-neuromuscular-disorders.pdf"", ""https://www.uhcprovider.com/content/dam/provider/docs/public/policies/medicaid-comm-plan/genetic-testing-for-cardiac-disease.pdf"", ""https://www.uhcprovider.com/content/dam/provider/docs/public/policies/medicaid-comm-plan/chromosome-microarray-testing-non-oncology-conditions.pdf"", ""https://www.uhcprovider.com/content/dam/provider/docs/public/policies/medicaid-comm-plan/carrier-testing-panels-for-genetic-diseases.pdf"", ""https://www.uhcprovider.com/content/dam/provider/docs/public/policies/medicaid-comm-plan/whole-exome-and-whole-genome-sequencing-non-oncology-conditions.pdf"", ""https://www.uhcprovider.com/content/dam/provider/docs/public/policies/medicaid-comm-plan/pharmacogenetic-panel-testing.pdf""]",7,"[""https://www.uhcprovider.com/en/policies-protocols/comm-plan-medicaid-policies/medicaid-community-state-policies.html"", ""https://www.uhcprovider.com/en/prior-auth-advance-notification/genetic-molecular-lab.html""]",2,"[""https://www.uhcprovider.com/content/dam/provider/docs/public/policies/medicaid-comm-plan/genetic-testing-for-hereditary-cancer.pdf"", ""https://www.uhcprovider.com/content/dam/provider/docs/public/policies/medicaid-comm-plan/genetic-testing-for-neuromuscular-disorders.pdf"", ""https://www.uhcprovider.com/content/dam/provider/docs/public/policies/medicaid-comm-plan/genetic-testing-for-cardiac-disease.pdf"", ""https://www.uhcprovider.com/content/dam/provider/docs/public/policies/medicaid-comm-plan/chromosome-microarray-testing-non-oncology-conditions.pdf"", ""https://www.uhcprovider.com/content/dam/provider/docs/public/policies/medicaid-comm-plan/carrier-testing-panels-for-genetic-diseases.pdf"", ""https://www.uhcprovider.com/content/dam/provider/docs/public/policies/medicaid-comm-plan/whole-exome-and-whole-genome-sequencing-non-oncology-conditions.pdf"", ""https://www.uhcprovider.com/content/dam/provider/docs/public/policies/medicaid-comm-plan/pharmacogenetic-panel-testing.pdf"", ""https://www.uhcprovider.com/en/policies-protocols/comm-plan-medicaid-policies/medicaid-community-state-policies.html"", ""https://www.uhcprovider.com/en/prior-auth-advance-notification/genetic-molecular-lab.html""]",9
United Healthcare Community Plan (WI),[],0,"[""https://www.uhcprovider.com/en/resource-library/news/2024/changes-genetic-molecular-testing-coverage-pa-requirements.html"", ""https://ams-gateway.uhcprovider.com/en/prior-auth-advance-notification/genetic-molecular-lab.html"", ""https://www.uhcprovider.com/en/health-plans-by-state/wisconsin-health-plans/wi-comm-plan-home/wi-cp-policies.html""]",3,"[""https://www.uhcprovider.com/en/resource-library/news/2024/changes-genetic-molecular-testing-coverage-pa-requirements.html"", ""https://ams-gateway.uhcprovider.com/en/prior-auth-advance-notification/genetic-molecular-lab.html"", ""https://www.uhcprovider.com/en/health-plans-by-state/wisconsin-health-plans/wi-comm-plan-home/wi-cp-policies.html""]",3
United Healthcare Community Plan (WY),"[""https://www.uhcprovider.com/content/dam/provider/docs/public/policies/medicaid-comm-plan/genetic-testing-for-hereditary-cancer.pdf"", ""https://www.uhcprovider.com/content/dam/provider/docs/public/policies/medicaid-comm-plan/whole-exome-and-whole-genome-sequencing-non-oncology-conditions.pdf"", ""https://www.uhcprovider.com/content/dam/provider/docs/public/policies/medicaid-comm-plan/pharmacogenetic-panel-testing.pdf"", ""https://www.uhcprovider.com/content/dam/provider/docs/public/policies/medicaid-comm-plan/preimplantation-genetic-testing-and-related-services.pdf""]",4,"[""https://www.uhcprovider.com/en/prior-auth-advance-notification/genetic-molecular-lab.html"", ""https://www.uhcprovider.com/en/policies-protocols/comm-plan-medicaid-policies/medicaid-community-state-policies.html""]",2,"[""https://www.uhcprovider.com/content/dam/provider/docs/public/policies/medicaid-comm-plan/genetic-testing-for-hereditary-cancer.pdf"", ""https://www.uhcprovider.com/content/dam/provider/docs/public/policies/medicaid-comm-plan/whole-exome-and-whole-genome-sequencing-non-oncology-conditions.pdf"", ""https://www.uhcprovider.com/content/dam/provider/docs/public/policies/medicaid-comm-plan/pharmacogenetic-panel-testing.pdf"", ""https://www.uhcprovider.com/content/dam/provider/docs/public/policies/medicaid-comm-plan/preimplantation-genetic-testing-and-related-services.pdf"", ""https://www.uhcprovider.com/en/prior-auth-advance-notification/genetic-molecular-lab.html"", ""https://www.uhcprovider.com/en/policies-protocols/comm-plan-medicaid-policies/medicaid-community-state-policies.html""]",6
United Healthcare Communuty Plan (NC),[],0,"[""https://www.uhcprovider.com/en/resource-library/news/2024/changes-genetic-molecular-testing-coverage-pa-requirements.html"", ""https://www.uhcprovider.com/en/prior-auth-advance-notification/genetic-molecular-lab.html"", ""https://www.uhcprovider.com/en/health-plans-by-state/north-carolina-health-plans/nc-comm-plan-home/nc-cp-policies/nc-medicaid-community-state-policies.html"", ""https://www.dbp.com/content/provider/en/resource-library/news/2025/prior-auth-non-invasive-prenatal.html""]",4,"[""https://www.uhcprovider.com/en/resource-library/news/2024/changes-genetic-molecular-testing-coverage-pa-requirements.html"", ""https://www.uhcprovider.com/en/prior-auth-advance-notification/genetic-molecular-lab.html"", ""https://www.uhcprovider.com/en/health-plans-by-state/north-carolina-health-plans/nc-comm-plan-home/nc-cp-policies/nc-medicaid-community-state-policies.html"", ""https://www.dbp.com/content/provider/en/resource-library/news/2025/prior-auth-non-invasive-prenatal.html""]",4
United Healthcare Freedom Plans,"[""https://www.uhcprovider.com/content/dam/provider/docs/public/policies/comm-medical-drug/genetic-testing-for-hereditary-cancer.pdf""]",1,"[""https://www.uhcprovider.com/en/prior-auth-advance-notification/genetic-molecular-lab.html"", ""https://www.uhcprovider.com/en/resource-library/news/2023/prior-auth-requirement-update-genetic-molecular-codes.html"", ""https://www.uhcprovider.com/en/resource-library/news/2024/changes-genetic-molecular-testing-coverage-pa-requirements.html"", ""https://www.uhcprovider.com/en/resource-library/news/2025/prior-auth-non-invasive-prenatal.html""]",4,"[""https://www.uhcprovider.com/content/dam/provider/docs/public/policies/comm-medical-drug/genetic-testing-for-hereditary-cancer.pdf"", ""https://www.uhcprovider.com/en/prior-auth-advance-notification/genetic-molecular-lab.html"", ""https://www.uhcprovider.com/en/resource-library/news/2023/prior-auth-requirement-update-genetic-molecular-codes.html"", ""https://www.uhcprovider.com/en/resource-library/news/2024/changes-genetic-molecular-testing-coverage-pa-requirements.html"", ""https://www.uhcprovider.com/en/resource-library/news/2025/prior-auth-non-invasive-prenatal.html""]",5
United Healthcare Plan of the River Valley,[],0,"[""https://www.uhcprovider.com/en/resource-library/news/2024/changes-genetic-molecular-testing-coverage-pa-requirements.html"", ""https://www.uhcprovider.com/en/resource-library/news/2023/prior-auth-requirement-update-genetic-molecular-codes.html"", ""https://www.uhcprovider.com/en/prior-auth-advance-notification/genetic-molecular-lab.html""]",3,"[""https://www.uhcprovider.com/en/resource-library/news/2024/changes-genetic-molecular-testing-coverage-pa-requirements.html"", ""https://www.uhcprovider.com/en/resource-library/news/2023/prior-auth-requirement-update-genetic-molecular-codes.html"", ""https://www.uhcprovider.com/en/prior-auth-advance-notification/genetic-molecular-lab.html""]",3
University of Maryland Health Plans,[],0,[],0,[],0
